Pharmacy Name,License Number,License Type,License Status,Expiration Date,City,State,County,Zip,LAT,LONG,isGovernment,isSatellite,Facility Type,Specialties,Conditions,Registered Outsourcer,Accreditations,URL
PROVIDENCE HOLY CROSS MEDICAL CENTER PHARMACY,LSC 101434,Sterile Compounding Pharmacy,CLEAR,2025-07-01,MISSION HILLS,CA,LOS ANGELES,91345,34.265879,-118.456748,False,False,Medical Facility,,,,,
PROVIDENCE HOME INFUSION LA COUNTY,LSC 101662,Sterile Compounding Pharmacy,CLEAR,2026-01-01,BURBANK,CA,LOS ANGELES,91504,34.204568,-118.326365,False,False,Infusion Center,,,,,
PROVIDENCE HOME INFUSION ORANGE COUNTY,LSC 101593,Sterile Compounding Pharmacy,CLEAR,2025-07-01,ANAHEIM,CA,ORANGE,92805,33.830457,-117.905941,False,False,Infusion Center,,,,,
PROVIDENCE LITTLE COMPANY OF MARY MED CTR SAN PEDRO,LSC 101503,Sterile Compounding Pharmacy,CLEAR,2025-11-01,SAN PEDRO,CA,LOS ANGELES,90732,33.742120,-118.312878,False,False,Medical Facility,,,,,
PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,LSC 101504,Sterile Compounding Pharmacy,CLEAR,2025-11-01,TORRANCE,CA,LOS ANGELES,90503,33.840398,-118.353715,False,False,Medical Facility,,,,,
PROVIDENCE MISSION HOSPITAL,LSC 101701,Sterile Compounding Pharmacy,CLEAR,2025-12-01,MISSION VIEJO,CA,ORANGE,92691,33.611945,-117.665867,False,False,Medical Facility,,,,,
PROVIDENCE MISSION HOSPITAL CANCER CENTER,SCP 101442,Satellite Compounding Pharmacy,CLEAR,2025-12-01,MISSION VIEJO,CA,ORANGE,92691,33.611945,-117.665867,False,True,Medical Facility,,,,,
PROVIDENCE MISSION HOSPITAL LAGUNA BEACH,LSC 99983,Sterile Compounding Pharmacy,CLEAR,2025-09-01,LAGUNA BEACH,CA,ORANGE,92651,33.570930,-117.773042,False,False,Medical Facility,,,,,
PROVIDENCE ONCOLOGY PHARMACY,LSC 101686,Sterile Compounding Pharmacy,CLEAR,2025-04-01,SANTA MONICA,CA,LOS ANGELES,90404,34.026608,-118.473643,False,False,Medical Facility,,,,,
PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,LSC 101124,Sterile Compounding Pharmacy,CLEAR,2025-04-01,NAPA,CA,NAPA,94558,38.442011,-122.238320,False,False,Medical Facility,,,,,
PROVIDENCE REDWOOD MEMORIAL HOSPITAL,LSC 101150,Sterile Compounding Pharmacy,CLEAR,2025-04-01,FORTUNA,CA,HUMBOLDT,95540,40.578828,-124.136869,False,False,Medical Facility,,,,,
PROVIDENCE SAINT JOHN'S HEALTH CENTER- MAIN PHARMACY,LSC 100217,Sterile Compounding Pharmacy,CLEAR,2025-05-01,SANTA MONICA,CA,LOS ANGELES,90404,34.026608,-118.473643,False,False,Medical Facility,,,,,
PROVIDENCE SAINT JOHN'S HEALTH CENTER- SATELLITE PHARMACY,LSC 100221,Sterile Compounding Pharmacy,CLEAR,2025-05-01,SANTA MONICA,CA,LOS ANGELES,90404,34.026608,-118.473643,False,False,Medical Facility,,,,,
PROVIDENCE SAINT JOHNS HEALTH CENTER PHARMACY,LSC 101585,Sterile Compounding Pharmacy,CLEAR,2025-05-01,SANTA MONICA,CA,LOS ANGELES,90404,34.026608,-118.473643,False,False,Medical Facility,,,,,
PROVIDENCE SAINT JOSEPH MEDICAL CENTER,LSC 99972,Sterile Compounding Pharmacy,CLEAR,2025-05-01,BURBANK,CA,LOS ANGELES,91505,34.173885,-118.346937,False,False,Medical Facility,,,,,
PROVIDENCE SAINT JOSEPH SATELLITE INFUSION PHARMACY,LSC 101037,Sterile Compounding Pharmacy,CLEAR,2025-05-01,BURBANK,CA,LOS ANGELES,91505,34.173885,-118.346937,False,False,Infusion Center,,,,,
PROVIDENCE ST JOSEPH HOSPITAL,LSC 101766,Sterile Compounding Pharmacy,CLEAR,2025-04-01,EUREKA,CA,HUMBOLDT,95501,40.798659,-124.151583,False,False,Medical Facility,,,,,
PROVIDENCE ST JOSEPH HOSPITAL PHARMACY INPATIENT PHARMACY,LSC 100006,Sterile Compounding Pharmacy,CLEAR,2025-08-01,ORANGE,CA,ORANGE,92868,33.788145,-117.876550,False,False,Medical Facility,,,,,
PROVIDENCE ST. JOSEPH HOSPITAL PHARMACY,LSC 100007,Sterile Compounding Pharmacy,CLEAR,2025-08-01,ORANGE,CA,ORANGE,92868,33.788145,-117.876550,False,False,Medical Facility,,,,,
QUADRACARE INC,LSC 100524,Sterile Compounding Pharmacy,CLEAR,2025-03-01,ALHAMBRA,CA,LOS ANGELES,91803,34.074736,-118.145959,False,False,Infusion Center,,,,,
RADY CHILDREN'S HOMECARE PHARMACY,LSC 101564,Sterile Compounding Pharmacy,CLEAR,2025-02-01,SAN DIEGO,CA,SAN DIEGO,92123,32.806794,-117.134930,False,False,Medical Facility,,,,,
RANCHO LOS AMIGOS NAT. REHAB CTR HOSPITAL PHARMACY,LSE 101379,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-10-01,DOWNEY,CA,LOS ANGELES,90242,33.921793,-118.140588,True,False,Medical Facility,,,,,
RANCHO PARK PHARMACY,LSC 99663,Sterile Compounding Pharmacy,CLEAR,2025-12-01,LOS ANGELES,CA,LOS ANGELES,90064,34.037251,-118.423573,False,False,Sterile Compounding Pharmacy,,,False,,https://www.ranchoparkrx.com
RANCHO SANTA FE PHARMACY,LSC 99773,Sterile Compounding Pharmacy,CLEAR,2025-06-01,RANCHO SANTA FE,CA,SAN DIEGO,92067,33.020908,-117.190346,False,False,Sterile Compounding Pharmacy,,,False,,https://www.wellrx.com/find-a-pharmacy-near-me/pharmacydetail/RANCHO%20SANTA%20FE%20PHARMACY%20&%20SPIRIT%20SHOPPE/5636761/False/
REDLANDS COMMUNITY HOSPITAL,LSC 100029,Sterile Compounding Pharmacy,CLEAR,2025-03-01,REDLANDS,CA,SAN BERNARDINO,92373,34.011953,-117.159699,False,False,Medical Facility,,,,,
REGIONAL MEDICAL CENTER OF SAN JOSE,LSC 100406,Sterile Compounding Pharmacy,CLEAR,2025-03-01,SAN JOSE,CA,SANTA CLARA,95116,37.350421,-121.852585,False,False,Medical Facility,,,,,
"REHABILITATION HOSPITAL OF SOUTHERN CALIFORNIA, LLC",LSC 101171,Sterile Compounding Pharmacy,CLEAR,2025-08-01,RANCHO MIRAGE,CA,RIVERSIDE,92270,33.768584,-116.429988,False,False,Medical Facility,,,,,
RIDGECREST REGIONAL HOSPITAL,LSC 100820,Sterile Compounding Pharmacy,CLEAR,2025-11-01,RIDGECREST,CA,KERN,93555,35.606509,-117.683472,False,False,Medical Facility,,,,,
RIVER CITY PHARMACY INC DBA OPTION CARE,LSC 101426,Sterile Compounding Pharmacy,CLEAR,2025-08-01,SACRAMENTO,CA,SACRAMENTO,95816,38.571577,-121.466465,False,False,Infusion Center,,,,,
RIVER'S EDGE PHARMACY,LSC 99513,Sterile Compounding Pharmacy,CLEAR,2025-09-01,PALM DESERT,CA,RIVERSIDE,92211,33.765401,-116.334205,False,False,Medical Facility,,,,,
RIVERSIDE COMMUNITY HOSPITAL CENTRAL PHARMACY I.V. ROOM,LSC 100265,Sterile Compounding Pharmacy,CLEAR,2025-03-01,RIVERSIDE,CA,RIVERSIDE,92501,33.995040,-117.373184,False,False,Medical Facility,,,,,
RLS USA INC,LSC 101598,Sterile Compounding Pharmacy,CLEAR,2025-09-01,SACRAMENTO,CA,SACRAMENTO,95815,38.605407,-121.447593,False,False,Sterile Compounding Pharmacy,"Nuclear Medicine, Molecular Imaging",,False,,
RLS USA INC,LSC 101599,Sterile Compounding Pharmacy,CLEAR,2025-09-01,SAN DIEGO,CA,SAN DIEGO,92111,32.806476,-117.168879,False,False,Sterile Compounding Pharmacy,"Nuclear Medicine, Molecular Imaging",,False,,
RLS USA INC,LSC 101596,Sterile Compounding Pharmacy,CLEAR,2025-09-01,SUNNYVALE,CA,SANTA CLARA,94089,37.412402,-122.015605,False,False,Sterile Compounding Pharmacy,"Nuclear Medicine, Molecular Imaging",,False,,
RLS USA INC,LSC 101603,Sterile Compounding Pharmacy,CLEAR,2025-09-01,FULLERTON,CA,ORANGE,92831,33.879768,-117.896340,False,False,Sterile Compounding Pharmacy,"Nuclear Medicine, Molecular Imaging",,False,,
RLS USA INC,LSC 101597,Sterile Compounding Pharmacy,CLEAR,2025-09-01,VAN NUYS,CA,LOS ANGELES,91406,34.195685,-118.490752,False,False,Sterile Compounding Pharmacy,"Nuclear Medicine, Molecular Imaging",,False,,
RON'S PHARMACY SERVICES,LSC 101966,Sterile Compounding Pharmacy,CLEAR,2025-02-15,SAN DIEGO,CA,SAN DIEGO,92131,32.886070,-117.085982,False,False,Sterile Compounding Pharmacy,"Long Term Care, Memory Care, Behavioral Health, Skilled Nursing",Intellectual & Developmental Disabilities,False,,https://ronspharmacyservices.com
RONALD REAGAN UCLA MEDICAL CENTER 6TH FLOOR SATELLITE,LSE 100065,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-09-01,LOS ANGELES,CA,LOS ANGELES,90095,34.071200,-118.443523,True,False,Medical Facility,,,,,
RONALD REAGAN UCLA MEDICAL CENTER I.V. ADDITIVE SERVICE,LSE 100060,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-09-01,LOS ANGELES,CA,LOS ANGELES,90095,34.071200,-118.443523,True,False,Medical Facility,,,,,
RUHS - MC - INFUSION CENTER,LSE 100393,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-10-01,MORENO VALLEY,CA,RIVERSIDE,92555,33.889702,-117.113427,True,False,Medical Facility,,,,,
RUHS- MC- MAIN IV ROOM E1111,LSE 100392,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-10-01,MORENO VALLEY,CA,RIVERSIDE,92555,33.889702,-117.113427,True,False,Medical Facility,,,,,
RX UNLIMITED PHARMACY,LSC 101762,Sterile Compounding Pharmacy,CLEAR,2025-05-01,NORTH HILLS,CA,LOS ANGELES,91343,34.237912,-118.482306,False,False,Sterile Compounding Pharmacy,,,False,PCCA,https://www.rxunlimited.com
SACRAMENTO REHABILITATION HOSPITAL,LSC 101814,Sterile Compounding Pharmacy,CLEAR,2025-02-01,SACRAMENTO,CA,SACRAMENTO,95834,38.635653,-121.518416,False,False,Medical Facility,,,,,
SADDLEBACK MEM MED CTR PHCY IND HSP,LSC 100479,Sterile Compounding Pharmacy,CLEAR,2025-05-01,LAGUNA HILLS,CA,ORANGE,92653,33.591304,-117.697512,False,False,Medical Facility,,,,,
SAINT AGNES MEDICAL CENTER CVOR PHARMACY SATELLITE (2ND FLOOR),LSC 100415,Sterile Compounding Pharmacy,CLEAR,2025-03-01,FRESNO,CA,FRESNO,93720,36.862209,-119.760793,False,False,Medical Facility,,,,,
SAINT AGNES MEDICAL CENTER EMERGENCY ROOM SATELLITE PHARMACY,LSC 100417,Sterile Compounding Pharmacy,CLEAR,2025-03-01,FRESNO,CA,FRESNO,93720,36.862209,-119.760793,False,False,Medical Facility,,,,,
SAINT AGNES MEDICAL CENTER PHARMACY 2 MAINIV COMPOUNDING PHARMACY,LSC 100413,Sterile Compounding Pharmacy,CLEAR,2025-03-01,FRESNO,CA,FRESNO,93720,36.862209,-119.760793,False,False,Medical Facility,,,,,
SAINT AGNES MEDICAL CENTER PHARMACY 2 WEST SATELLITE PHARMACY,LSC 100411,Sterile Compounding Pharmacy,CLEAR,2025-03-01,FRESNO,CA,FRESNO,93720,36.862209,-119.760793,False,False,Medical Facility,,,,,
SAINT AGNES MEDICAL CENTER PHARMACY 3 MAIN PHARMACY,LSC 100412,Sterile Compounding Pharmacy,CLEAR,2025-03-01,FRESNO,CA,FRESNO,93720,36.862209,-119.760793,False,False,Medical Facility,,,,,
SAINT AGNES MEDICAL CENTER PHARMACY OR PHARMACY SATELLITE,LSC 100416,Sterile Compounding Pharmacy,CLEAR,2025-03-01,FRESNO,CA,FRESNO,93720,36.862209,-119.760793,False,False,Medical Facility,,,,,
SAINT LOUISE REGIONAL HOSPITAL,LSE 101505,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-03-01,GILROY,CA,SANTA CLARA,95020,37.018419,-121.554249,True,False,Medical Facility,,,,,
SALINAS VALLEY MEMORIAL HOSPITAL PHARMACY,LSE 100014,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-10-01,SALINAS,CA,MONTEREY,93901,36.636344,-121.623978,True,False,Medical Facility,,,,,
SAN ANTONIO REGIONAL HOSPITAL,LSC 101857,Sterile Compounding Pharmacy,CLEAR,2026-02-01,UPLAND,CA,SAN BERNARDINO,91786,34.105282,-117.662035,False,False,Medical Facility,,,,,
SAN DIMAS COMMUNITY HOSPITAL,LSC 101458,Sterile Compounding Pharmacy,CLEAR,2025-08-01,SAN DIMAS,CA,LOS ANGELES,91773,34.110186,-117.810390,False,False,Medical Facility,,,,,
SAN DIMAS COMMUNITY HOSPITAL,LSC 100032,Sterile Compounding Pharmacy,CLEAR,2025-08-01,SAN DIMAS,CA,LOS ANGELES,91773,34.110186,-117.810390,False,False,Medical Facility,,,,,
SAN GABRIEL VALLEY MEDICAL CENTER,LSC 101470,Sterile Compounding Pharmacy,CLEAR,2025-06-01,SAN GABRIEL,CA,LOS ANGELES,91776,34.090776,-118.095091,False,False,Medical Facility,,,,,
SAN GORGONIO MEMORIAL HOSPITAL PHARMACY - FIRST FLOOR CENTRAL PHA,LSE 100509,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-10-01,BANNING,CA,RIVERSIDE,92220,33.948948,-116.832362,True,False,Medical Facility,,,,,
SAN JOAQUIN GENERAL HOSPITAL,LSE 101274,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-11-01,FRENCH CAMP,CA,SAN JOAQUIN,95231,37.873793,-121.290146,True,False,Medical Facility,,,,,
SAN JOAQUIN GENERAL HOSPITAL INPATIENT PHARMACY IV ROOM (A1477),LSE 100289,Sterile Compounding Pharmacy (Government Owned),CLEAR,2026-01-01,FRENCH CAMP,CA,SAN JOAQUIN,95231,37.873793,-121.290146,True,False,Medical Facility,,,,,
SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,LSC 101499,Sterile Compounding Pharmacy,CLEAR,2025-06-01,FRESNO,CA,FRESNO,93720,36.862209,-119.760793,False,False,Medical Facility,,,,,
SAN LEANDRO HOSPITAL,LSE 100591,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-08-01,SAN LEANDRO,CA,ALAMEDA,94578,37.706137,-122.125550,True,False,Medical Facility,,,,,
SAN MATEO MEDICAL CENTER,LSE 100358,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-10-01,SAN MATEO,CA,SAN MATEO,94403,37.538449,-122.305447,True,False,Medical Facility,,,,,
SAN RAMON REGIONAL MEDICAL CENTER PHARMACY 1ST FLOOR,LSC 100074,Sterile Compounding Pharmacy,CLEAR,2025-05-01,SAN RAMON,CA,CONTRA COSTA,94583,37.755120,-121.972699,False,False,Medical Facility,,,,,
SANTA BARBARA COTTAGE HOSPITAL,LSC 99927,Sterile Compounding Pharmacy,CLEAR,2025-12-01,SANTA BARBARA,CA,SANTA BARBARA,93105,34.533222,-119.791731,False,False,Medical Facility,,,,,
SANTA CLARA VALLEY  MEDICAL CENTER - BUILDING A IV PHARMACY,LSE 101121,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-08-01,SAN JOSE,CA,SANTA CLARA,95218,,,True,False,Medical Facility,,,,,
SANTA CLARA VALLEY MEDICAL CENTER - BUILDING A IV PHARMACY,LSE 101116,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-08-01,SAN JOSE,CA,SANTA CLARA,95128,37.315977,-121.936319,True,False,Medical Facility,,,,,
SANTA PAULA HOSPITAL,LSE 100943,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-09-01,SANTA PAULA,CA,VENTURA,93060,34.402343,-119.094824,True,False,Medical Facility,,,,,
SANTA YNEZ VALLEY COTTAGE HOSPITAL,LSC 101807,Sterile Compounding Pharmacy,CLEAR,2025-04-01,SOLVANG,CA,SANTA BARBARA,93463,34.624395,-120.137875,False,False,Medical Facility,,,,,
SCRIPPS CENTRAL PHARMACY PRODUCTION CENTER,LSC 99848,Sterile Compounding Pharmacy,CLEAR,2025-08-01,SAN DIEGO,CA,SAN DIEGO,92121,32.899592,-117.201203,False,False,Medical Facility,,,,,
SCRIPPS ENCINITAS COMPOUNDING PHARMACY,LSC 101452,Sterile Compounding Pharmacy,CLEAR,2025-10-01,ENCINITAS,CA,SAN DIEGO,92024,33.056022,-117.259900,False,False,Medical Facility,,,,,
SCRIPPS GREEN HOSPITAL,LSC 99907,Sterile Compounding Pharmacy,CLEAR,2025-07-01,LA JOLLA,CA,SAN DIEGO,92037,32.856347,-117.250058,False,False,Medical Facility,,,,,
SCRIPPS MEMORIAL HOSPITAL ENCINITAS,LSC 101684,Sterile Compounding Pharmacy,CLEAR,2025-07-01,ENCINITAS,CA,SAN DIEGO,92024,33.056022,-117.259900,False,False,Medical Facility,,,,,
SCRIPPS MEMORIAL HOSPITAL LA JOLLA PREBYS MAIN PHARMACY,LSC 101020,Sterile Compounding Pharmacy,CLEAR,2025-10-01,LA JOLLA,CA,SAN DIEGO,92037,32.856347,-117.250058,False,False,Medical Facility,,,,,
"SCRIPPS MEMORIAL HOSPITAL, LA JOLLA--PREBYS OR SATELLITE",LSC 101021,Sterile Compounding Pharmacy,CLEAR,2025-10-01,LA JOLLA,CA,SAN DIEGO,92037,32.856347,-117.250058,False,False,Medical Facility,,,,,
SCRIPPS MERCY HOSPITAL - CHULA VISTA,LSC 99908,Sterile Compounding Pharmacy,CLEAR,2025-07-01,CHULA VISTA,CA,SAN DIEGO,91910,32.637868,-117.058031,False,False,Medical Facility,,,,,
SCRIPPS MERCY HOSPITAL - SAN DIEGO,LSC 99909,Sterile Compounding Pharmacy,CLEAR,2025-07-01,SAN DIEGO,CA,SAN DIEGO,92103,32.747415,-117.166883,False,False,Medical Facility,,,,,
SCRIPPS MERCY SD COMPOUNDING PHARMACY,LSC 101501,Sterile Compounding Pharmacy,CLEAR,2025-06-01,SAN DIEGO,CA,SAN DIEGO,92103,32.747415,-117.166883,False,False,Medical Facility,,,,,
SCRIPTS,LSC 100767,Sterile Compounding Pharmacy,CLEAR,2025-12-01,NORTH HOLLYWOOD,CA,LOS ANGELES,91605,34.207341,-118.400973,False,False,Infusion Center,,,,,
SELECT SPECIALTY HOSPITAL - SAN DIEGO,LSC 101609,Sterile Compounding Pharmacy,CLEAR,2025-10-01,SAN DIEGO,CA,SAN DIEGO,92103,32.747415,-117.166883,False,False,Medical Facility,,,,,
SEQUOIA HOSPITAL,LSC 101343,Sterile Compounding Pharmacy,CLEAR,2026-01-01,REDWOOD CITY,CA,SAN MATEO,94062,37.413691,-122.295343,False,False,Medical Facility,,,,,
SEQUOIA REGIONAL CANCER CENTER PHARMACY,SCE 101941,Satellite Compounding Pharmacy (Fee Exempt),CLEAR,2025-08-01,VISALIA,CA,TULARE,93291,36.391777,-119.372842,False,True,Medical Facility,,,,,
SHARP CENTRAL PHARMACY SERVICES,LSC 101014,Sterile Compounding Pharmacy,CLEAR,2025-11-01,SAN DIEGO,CA,SAN DIEGO,92123,32.806794,-117.134930,False,False,Infusion Center,,,,,
SHARP CENTRALIZED HOSPITAL PHARMACY,LSC 100875,Sterile Compounding Pharmacy,CLEAR,2025-08-01,SAN DIEGO,CA,SAN DIEGO,92123,32.806794,-117.134930,False,False,Medical Facility,,,,,
SHARP CHULA VISTA MEDICAL CENTER,LSC 101502,Sterile Compounding Pharmacy,CLEAR,2025-02-01,CHULA VISTA,CA,SAN DIEGO,91911,32.608185,-117.054512,False,False,Medical Facility,,,,,
SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,LSC 100047,Sterile Compounding Pharmacy,CLEAR,2025-10-01,CORONADO,CA,SAN DIEGO,92118,32.699234,-117.209642,False,False,Medical Facility,,,,,
SHARP GROSSMONT HOSPITAL PHARMACY 2-WEST SATELLITE PHARMACY 2ND F,LSC 100563,Sterile Compounding Pharmacy,CLEAR,2025-09-01,LA MESA,CA,SAN DIEGO,91942,32.777999,-117.021511,False,False,Medical Facility,,,,,
SHARP MARY BIRCH HOSPITAL PHARMACY FIRST FLOOR MAIN PHARMACY,LSC 100044,Sterile Compounding Pharmacy,CLEAR,2025-06-01,SAN DIEGO,CA,SAN DIEGO,92123,32.806794,-117.134930,False,False,Medical Facility,,,,,
SHARP MEMORIAL HOSPITAL PHARMACY MAIN PHARMACY,LSC 100015,Sterile Compounding Pharmacy,CLEAR,2025-02-01,SAN DIEGO,CA,SAN DIEGO,92123,32.806794,-117.134930,False,False,Medical Facility,,,,,
SHASTA REGIONAL MEDICAL CENTER - PHARMACY,LSC 101468,Sterile Compounding Pharmacy,CLEAR,2025-05-01,REDDING,CA,SHASTA,96001,40.601778,-122.454973,False,False,Medical Facility,,,,,
SHERMAN OAKS HOSPITAL,LSC 101219,Sterile Compounding Pharmacy,CLEAR,2025-11-01,SHERMAN OAKS,CA,LOS ANGELES,91403,34.147149,-118.463365,False,False,Medical Facility,,,,,
SHRINERS FOR CHILDREN AMBULATORY SURGICAL CENTER,LSC 101066,Sterile Compounding Pharmacy,CLEAR,2025-06-01,PASADENA,CA,LOS ANGELES,91105,34.139460,-118.166649,False,False,Medical Facility,,,,,
SHRINERS HOSPITAL PHARMACY,LSC 100070,Sterile Compounding Pharmacy,CLEAR,2025-04-01,SACRAMENTO,CA,SACRAMENTO,95817,38.550547,-121.456373,False,False,Medical Facility,,,,,
SIERRA NEVADA MEMORIAL HOSPITAL,LSC 101332,Sterile Compounding Pharmacy,CLEAR,2026-01-01,GRASS VALLEY,CA,NEVADA,95945,39.196387,-120.972289,False,False,Medical Facility,,,,,
SIERRA VIEW DISTRICT HOSPITAL,LSE 100625,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-08-01,PORTERVILLE,CA,TULARE,93218,35.860883,-119.036140,True,False,Medical Facility,,,,,
SIERRA VIEW MEDICAL CENTER-CANCER TREATMENT CENTER SUITE B,SCE 101591,Satellite Compounding Pharmacy (Fee Exempt),CLEAR,2025-08-01,PORTERVILLE,CA,TULARE,93257,35.988087,-118.860221,False,True,Medical Facility,,,,,
SIERRA VISTA HOSPITAL INC,LSC 101916,Sterile Compounding Pharmacy,CLEAR,2025-03-01,SAN LUIS OBISPO,CA,SAN LUIS OBISPO,93405,35.296958,-120.733134,False,False,Medical Facility,,,,,
SKILLED NURSING PHARMACY,LSC 99561,Sterile Compounding Pharmacy,CLEAR,2025-12-01,HAYWARD,CA,ALAMEDA,94545,37.605905,-122.126873,False,False,Medical Facility,,,,,
SKILLED NURSING PHARMACY,LSC 99563,Sterile Compounding Pharmacy,CLEAR,2025-12-01,INDUSTRY,CA,LOS ANGELES,91745,33.999005,-117.972146,False,False,Medical Facility,,,,,
SKILLED NURSING PHARMACY,LSC 99562,Sterile Compounding Pharmacy,CLEAR,2025-12-01,SAN DIEGO,CA,SAN DIEGO,92131,32.886070,-117.085982,False,False,Medical Facility,,,,,
SOFIE CO,LSC 101912,Sterile Compounding Pharmacy,CLEAR,2025-05-01,GILROY,CA,SANTA CLARA,95020,37.018419,-121.554249,False,False,Sterile Compounding Pharmacy,"Molecular Imaging, Nuclear Medicine",HIV/AIDs,False,,https://sofie.com
SOLEO HEALTH INC,LSC 101663,Sterile Compounding Pharmacy,CLEAR,2025-02-01,HAYWARD,CA,ALAMEDA,94545,37.605905,-122.126873,False,False,Medical Facility,,,,,
SONOMA SPECIALTY PHARMACY,LSC 101967,Sterile Compounding Pharmacy,CLEAR,2025-02-15,SEBASTOPOL,CA,SONOMA,95472,38.398815,-122.861923,False,False,Medical Facility,,,,,
SONOMA VALLEY HOSPITAL PHARMACY,LSE 100152,Sterile Compounding Pharmacy (Government Owned),CLEAR,2025-10-01,SONOMA,CA,SONOMA,95476,38.249428,-122.466627,True,False,Medical Facility,,,,,
SOUTH COAST GLOBAL MEDICAL CENTER INC,LSC 101750,Sterile Compounding Pharmacy,CLEAR,2025-02-01,SANTA ANA,CA,ORANGE,92704,33.721131,-117.905110,False,False,Medical Facility,,,,,
SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY,LSC 101526,Sterile Compounding Pharmacy,CLEAR,2025-06-01,CULVER CITY,CA,LOS ANGELES,90232,34.019323,-118.391902,False,False,Medical Facility,,,,,
SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD PHARMACY,LSC 101528,Sterile Compounding Pharmacy,CLEAR,2025-06-01,LOS ANGELES,CA,LOS ANGELES,90028,34.099912,-118.326912,False,False,Medical Facility,,,,,
SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL,LSC 100042,Sterile Compounding Pharmacy,CLEAR,2025-05-01,MURRIETA,CA,RIVERSIDE,92562,33.547613,-117.344040,False,False,Medical Facility,,,,,
SPECIALTY VETERINARY PHARMACY,NSC 99644,Nonresident Sterile Compounding Pharmacy,CLEAR,2026-01-01,STAFFORD,TX,,77477,29.624261, -95.568033,False,False,Veterinary Only,,,,,
ST BERNARDINE MEDICAL CENTER,LSC 101295,Sterile Compounding Pharmacy,CLEAR,2026-01-01,SAN BERNARDINO,CA,SAN BERNARDINO,92404,34.177083,-117.254763,False,False,Medical Facility,,,,,
ST ELIZABETH COMMUNITY HOSPITAL PHARMACY CLEAN ROOM,LSC 101319,Sterile Compounding Pharmacy,CLEAR,2025-02-01,RED BLUFF,CA,TEHAMA,96080,40.181890,-122.377104,False,False,Medical Facility,,,,,
ST HELENA HOSPITAL CLEAR LAKE HOSPITAL PHARMACY,LSC 100039,Sterile Compounding Pharmacy,CLEAR,2025-08-01,CLEARLAKE,CA,LAKE,95422,38.973012,-122.623922,False,False,Medical Facility,,,,,
ST JOHN'S HOSPITAL CAMARILLO,LSC 101260,Sterile Compounding Pharmacy,CLEAR,2025-02-01,CAMARILLO,CA,VENTURA,93010,34.227892,-119.079552,False,False,Medical Facility,,,,,
ST JOSEPH HEALTH OUTPATIENT CANCER CENTER PHARMACY FOUNTAINGROVE,LSC 101125,Sterile Compounding Pharmacy,CLEAR,2025-04-01,SANTA ROSA,CA,SONOMA,95403,38.503685,-122.754057,False,False,Medical Facility,,,,,
ST JOSEPHS MEDICAL CENTER OF STOCKTON,LSC 101200,Sterile Compounding Pharmacy,CLEAR,2025-02-01,STOCKTON,CA,SAN JOAQUIN,95204,37.973736,-121.319246,False,False,Medical Facility,,,,,
ST JOSEPHS MEDICAL CENTER STOCKTON,LSC 101546,Sterile Compounding Pharmacy,CLEAR,2025-02-01,STOCKTON,CA,SAN JOAQUIN,95204,37.973736,-121.319246,False,False,Medical Facility,,,,,
ST JUDE MEDICAL CENTER INFUSION CENTER PHARMACY,SCP 101392,Satellite Compounding Pharmacy,CLEAR,2025-07-01,FULLERTON,CA,ORANGE,92835,33.901886,-117.916639,False,True,Medical Facility,,,,,
ST MARY MEDICAL CENTER BASEMENT PHARMACY,LSC 101316,Sterile Compounding Pharmacy,CLEAR,2026-01-01,LONG BEACH,CA,LOS ANGELES,90813,33.782259,-118.196793,False,False,Medical Facility,,,,,
ST MARY MEDICAL CENTER DBA PROVIDENCE ST MARY MEDICAL CENTER,LSC 101562,Sterile Compounding Pharmacy,CLEAR,2025-07-01,APPLE VALLEY,CA,SAN BERNARDINO,92307,34.571218,-117.133073,False,False,Medical Facility,,,,,
ST ROSE HOSPITAL PHARMACY,LSC 101040,Sterile Compounding Pharmacy,CLEAR,2025-02-01,HAYWARD,CA,ALAMEDA,94545,37.605905,-122.126873,False,False,Medical Facility,,,,,
