Pharmacy Name,License Number,License Type,License Status,Expiration Date,City,State,County,Zip
UCSF MEDICAL CENTER WEILL BUILDING,SCE 101676,Satellite Compounding Pharmacy (Fee Exempt),CLEAR,"July 1, 2025",SAN FRANCISCO,California,SAN FRANCISCO,94158
UCSF OUTPATIENT PHARMACY AT MISSION BAY,LSE 101901,Sterile Compounding Pharmacy (Government Owned),CLEAR,"August 1, 2025",SAN FRANCISCO,California,SAN FRANCISCO,94158
UCSF PHARMACY CANCER CENTER BERKELEY,LSE 101796,Sterile Compounding Pharmacy (Government Owned),CLEAR,"November 1, 2025",BERKELEY,California,ALAMEDA,94702
UNIVERSITY COMPOUNDING PHARMACY,LSC 99018,Sterile Compounding Pharmacy,CLEAR,"August 1, 2025",SAN DIEGO,California,SAN DIEGO,92101
"UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER BLDG 23, 2ND FLOOR",LSE 100230,Sterile Compounding Pharmacy (Government Owned),CLEAR,"July 1, 2025",ORANGE,California,ORANGE,92868
USC ARCADIA HOSPITAL,LSC 101772,Sterile Compounding Pharmacy,CLEAR,"July 1, 2025",ARCADIA,California,LOS ANGELES,91007
USC KENNETH NORRIS JR CANCER HOSPITAL,LSC 101543,Sterile Compounding Pharmacy,CLEAR,"January 1, 2026",LOS ANGELES,California,LOS ANGELES,90033
USC NORRIS CANCER HOSPITAL - PASADENA TREATMENT CENTER,LSC 101697,Sterile Compounding Pharmacy,CLEAR,"August 1, 2025",PASADENA,California,LOS ANGELES,91105
USC NORRIS CANCER HOSPITAL - SANTA CLARITA TREATMENT CENTER,LSC 101844,Sterile Compounding Pharmacy,CLEAR,"May 1, 2025",SANTA CLARITA,California,LOS ANGELES,91355
USC VERDUGO HILLS HOSPITAL,LSC 101650,Sterile Compounding Pharmacy,CLEAR,"January 1, 2026",GLENDALE,California,LOS ANGELES,91208
VALLEY CHILDREN'S HOSPITAL,LSC 99978,Sterile Compounding Pharmacy,CLEAR,"August 1, 2025",MADERA,California,MADERA,93636
VALLEY CHILDREN'S HOSPITAL,LSC 101176,Sterile Compounding Pharmacy,CLEAR,"July 1, 2025",FRESNO,California,FRESNO,93727
VALLEY CHILDREN'S HOSPITAL,LSC 99977,Sterile Compounding Pharmacy,CLEAR,"August 1, 2025",MADERA,California,MADERA,93636
VALLEY CHILDREN'S HOSPITAL,LSC 99976,Sterile Compounding Pharmacy,CLEAR,"August 1, 2025",MADERA,California,MADERA,93636
VALLEY CHILDRENS HOSPITAL - PCUN 2ND FLOOR ICU-NORTH,LSC 100900,Sterile Compounding Pharmacy,CLEAR,"August 1, 2025",MADERA,California,MADERA,93636
VALLEY PRESBYTERIAN HOSPITAL PHARMACY-PHARMACY HOSPITAL BASEMENT,LSC 100224,Sterile Compounding Pharmacy,CLEAR,"June 1, 2025",VAN NUYS,California,LOS ANGELES,91405
VALLEYCARE MEDICAL CENTER PHARMACY,LSC 101095,Sterile Compounding Pharmacy,CLEAR,"August 1, 2025",PLEASANTON,California,ALAMEDA,94588
VALLEYCARE MEDICAL CENTER PHARMACY,LSC 101577,Sterile Compounding Pharmacy,CLEAR,"August 1, 2025",PLEASANTON,California,ALAMEDA,94588
VALOR COMPOUNDING PHARMACY,LSC 101340,Sterile Compounding Pharmacy,CLEAR,"July 1, 2025",BERKELEY,California,ALAMEDA,94704
VENTURA COUNTY MEDICAL CENTER,LSE 101069,Sterile Compounding Pharmacy (Government Owned),CLEAR,"August 1, 2025",VENTURA,California,VENTURA,93003
VENTURA COUNTY MEDICAL CENTER INFUSION CENTER PHARMACY,LSE 101479,Sterile Compounding Pharmacy (Government Owned),CLEAR,"March 1, 2025",VENTURA,California,VENTURA,93003
VERDUGO PLAZA PHARMACY ALHAMBRA,LSC 101881,Sterile Compounding Pharmacy,CLEAR,"February 28, 2025",ALHAMBRA,California,LOS ANGELES,91803
VIBRA HOSPITAL OF NORTHERN CALIFORNIA,LSC 100121,Sterile Compounding Pharmacy,CLEAR,"April 1, 2025",REDDING,California,SHASTA,96001
VIBRA HOSPITAL OF SACRAMENTO PHARMACY IV ROOM,LSC 100037,Sterile Compounding Pharmacy,CLEAR,"September 1, 2025",FOLSOM,California,SACRAMENTO,95630
VIBRA HOSPITAL OF SAN BERNARDINO LLC,LSC 99987,Sterile Compounding Pharmacy,CLEAR,"December 1, 2025",SAN BERNARDINO,California,SAN BERNARDINO,92411
VICTOR VALLEY GLOBAL MEDICAL CENTER,LSC 100019,Sterile Compounding Pharmacy,CLEAR,"October 1, 2025",VICTORVILLE,California,SAN BERNARDINO,92395
VIVE RX INC,LSC 101612,Sterile Compounding Pharmacy,CLEAR,"February 1, 2025",LOS ANGELES,California,LOS ANGELES,90045
VLS PHARMACY INC,NSC 101214,Nonresident Sterile Compounding Pharmacy,CLEAR,"November 1, 2025",BROOKLYN,New York,OUT OF STATE,11220
WASHINGTON HOSPITAL PHARMACY,LSE 100187,Sterile Compounding Pharmacy (Government Owned),CLEAR,"August 1, 2025",FREMONT,California,ALAMEDA,94538
WATSONVILLE COMMUNITY HOSPITAL PHARMACY,LSC 101794,Sterile Compounding Pharmacy,CLEAR,"August 1, 2025",WATSONVILLE,California,SANTA CRUZ,95076
WEDGEWOOD PHARMACY LLC,NSC 101920,Nonresident Sterile Compounding Pharmacy,CLEAR,"April 1, 2025",LEXINGTON,Kentucky,OUT OF STATE,40511
WEDGEWOOD PHARMACY LLC,LSC 101921,Sterile Compounding Pharmacy,CLEAR,"April 1, 2025",BAKERSFIELD,California,KERN,93311
WEDGEWOOD PHARMACY LLC,NSC 101919,Nonresident Sterile Compounding Pharmacy,CLEAR,"April 1, 2025",SWEDESBORO,New Jersey,OUT OF STATE,08085
WEDGEWOOD PHARMACY LLC,NSC 101918,Nonresident Sterile Compounding Pharmacy,CLEAR,"April 1, 2025",SCOTTSDALE,Arizona,OUT OF STATE,85251
WELLNESS CENTER PHARMACY INC DBA DESIGNER DRUGS,NSC 100938,Nonresident Sterile Compounding Pharmacy,CLEAR,"November 1, 2025",CHATTANOOGA,Tennessee,OUT OF STATE,37421
WELLSCRIPT,LSC 100178,Sterile Compounding Pharmacy,CLEAR,"June 1, 2025",REDDING,California,SHASTA,96001
WEST ANAHEIM MEDICAL CENTER,LSC 101464,Sterile Compounding Pharmacy,CLEAR,"November 1, 2025",ANAHEIM,California,ORANGE,92804
WHITE MEMORIAL MEDICAL CENTER DBA ADVENTIST HEALTH WHITE MEMORIAL,LSC 100146,Sterile Compounding Pharmacy,CLEAR,"July 1, 2025",LOS ANGELES,California,LOS ANGELES,90033
WHITTIER HOSPITAL MEDICAL CENTER,LSC 101408,Sterile Compounding Pharmacy,CLEAR,"January 1, 2026",WHITTIER,California,LOS ANGELES,90605
"WOMENS INTERNATIONAL PHARMACY, INC. DBA BELMAR PHARMACY",NSC 101754,Nonresident Sterile Compounding Pharmacy,CLEAR,"March 1, 2025",YOUNGTOWN,Arizona,OUT OF STATE,85363
WOODLAND MEMORIAL HOSPITAL STERILE COMPOUNDING SUITE,LSC 101509,Sterile Compounding Pharmacy,CLEAR,"February 1, 2025",WOODLAND,California,YOLO,95695
